        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   1.20 GeV   6.357E+02  2.586E-01    1.10 mm    45.09 um     7.26 um  
   1.30 GeV   5.971E+02  2.405E-01    1.27 mm    50.63 um     8.25 um  
   1.40 GeV   5.634E+02  2.249E-01    1.44 mm    56.24 um     9.29 um  
   1.50 GeV   5.339E+02  2.113E-01    1.62 mm    61.91 um    10.39 um  
   1.60 GeV   5.078E+02  1.993E-01    1.81 mm    67.65 um    11.55 um  
   1.70 GeV   4.844E+02  1.886E-01    2.01 mm    73.46 um    12.75 um  
   1.80 GeV   4.635E+02  1.791E-01    2.22 mm    79.34 um    14.01 um  
   2.00 GeV   4.275E+02  1.628E-01    2.67 mm   101.75 um    16.68 um  
   2.25 GeV   3.908E+02  1.462E-01    3.29 mm   133.69 um    20.30 um  
   2.50 GeV   3.610E+02  1.329E-01    3.95 mm   163.64 um    24.21 um  
   2.75 GeV   3.362E+02  1.218E-01    4.67 mm   192.69 um    28.39 um  
   3.00 GeV   3.154E+02  1.125E-01    5.44 mm   221.32 um    32.84 um  
   3.25 GeV   2.975E+02  1.046E-01    6.25 mm   249.76 um    37.54 um  
   3.50 GeV   2.821E+02  9.776E-02    7.12 mm   278.14 um    42.48 um  
   3.75 GeV   2.686E+02  9.179E-02    8.02 mm   306.53 um    47.65 um  
   4.00 GeV   2.567E+02  8.653E-02    8.98 mm   334.97 um    53.05 um  
   4.50 GeV   2.367E+02  7.769E-02   11.00 mm   441.37 um    64.46 um  
   5.00 GeV   2.206E+02  7.055E-02   13.19 mm   539.39 um    76.65 um  
   5.50 GeV   2.073E+02  6.465E-02   15.53 mm   633.05 um    89.55 um  
   6.00 GeV   1.961E+02  5.969E-02   18.01 mm   724.09 um   103.09 um  
   6.50 GeV   1.866E+02  5.547E-02   20.62 mm   813.35 um   117.24 um  
   7.00 GeV   1.785E+02  5.182E-02   23.36 mm   901.33 um   131.93 um  
   8.00 GeV   1.651E+02  4.584E-02   29.19 mm     1.22 mm   162.80 um  
   9.00 GeV   1.548E+02  4.113E-02   35.45 mm     1.51 mm   195.37 um  
  10.00 GeV   1.464E+02  3.733E-02   42.09 mm     1.78 mm   229.37 um  
